,Location,Year,Adults 19-64,Children 0-18,Total
552,Vermont,2008,0.1244,0.0417,0.10300000000000001
553,Vermont,2009,0.125,0.035,0.102
554,Vermont,2010,0.1158,0.0227,0.092
555,Vermont,2011,0.1055,0.0252,0.09
556,Vermont,2012,0.095,0.03,0.079
557,Vermont,2013,0.10099999999999999,,0.08
558,Vermont,2014,0.071,,0.06
559,Vermont,2015,0.061,,0.05
560,Vermont,2016,0.055,,0.04
561,Vermont,2017,0.063,,0.051
562,Vermont,2018,0.055229999999999994,,0.04825
563,Vermont,2019,0.069622,,0.055489
564,Virginia,2008,0.1565,0.0798,0.134
565,Virginia,2009,0.161,0.07,0.135
566,Virginia,2010,0.1773,0.067,0.146
567,Virginia,2011,0.1738,0.0612,0.14
568,Virginia,2012,0.17600000000000002,0.06,0.14300000000000002
569,Virginia,2013,0.174,0.059000000000000004,0.14
570,Virginia,2014,0.149,0.062,0.12
571,Virginia,2015,0.13,0.051,0.11
572,Virginia,2016,0.122,0.052000000000000005,0.1
573,Virginia,2017,0.124,0.047,0.102
574,Virginia,2018,0.12252,0.04591,0.10102
575,Virginia,2019,0.11170899999999999,0.048388,0.09399400000000001
576,Washington,2008,0.1725,0.0902,0.149
577,Washington,2009,0.18600000000000003,0.07400000000000001,0.154
578,Washington,2010,0.19899999999999998,0.0676,0.162
579,Washington,2011,0.1989,0.0639,0.16
580,Washington,2012,0.196,0.059000000000000004,0.157
581,Washington,2013,0.2,0.066,0.16
582,Washington,2014,0.129,0.045,0.11
583,Washington,2015,0.09300000000000001,0.03,0.08
584,Washington,2016,0.086,0.025,0.07
585,Washington,2017,0.087,0.026000000000000002,0.071
586,Washington,2018,0.09501,0.027089999999999996,0.07635
587,Washington,2019,0.094349,0.030748,0.076938
588,West Virginia,2008,0.2213,0.0736,0.183
589,West Virginia,2009,0.207,0.059000000000000004,0.168
590,West Virginia,2010,0.2167,0.0527,0.17300000000000001
591,West Virginia,2011,0.2302,0.0545,0.18
592,West Virginia,2012,0.215,0.044000000000000004,0.17
593,West Virginia,2013,0.205,0.046,0.16
594,West Virginia,2014,0.135,0.034,0.11
595,West Virginia,2015,0.081,0.027000000000000003,0.07
596,West Virginia,2016,0.075,0.019,0.06
597,West Virginia,2017,0.08800000000000001,0.026000000000000002,0.071
598,West Virginia,2018,0.09377,0.027719999999999998,0.07614
599,West Virginia,2019,0.09869299999999999,0.037052999999999996,0.082275
600,Wisconsin,2008,0.1221,0.0535,0.10300000000000001
601,Wisconsin,2009,0.127,0.048,0.105
602,Wisconsin,2010,0.1324,0.0563,0.111
603,Wisconsin,2011,0.1295,0.0478,0.11
604,Wisconsin,2012,0.13,0.049,0.107
605,Wisconsin,2013,0.128,0.047,0.1
606,Wisconsin,2014,0.102,0.05,0.09
607,Wisconsin,2015,0.08,0.038,0.07
608,Wisconsin,2016,0.07200000000000001,0.034,0.06
609,Wisconsin,2017,0.07,0.038,0.061
610,Wisconsin,2018,0.07681,0.03808,0.06604
611,Wisconsin,2019,0.081845,0.037011,0.06933500000000001
612,Wyoming,2008,0.1919,0.1,0.165
613,Wyoming,2009,0.21100000000000002,0.091,0.17600000000000002
614,Wyoming,2010,0.2037,0.08,0.16699999999999998
615,Wyoming,2011,0.2099,0.0915,0.18
616,Wyoming,2012,0.21600000000000003,0.1,0.183
617,Wyoming,2013,0.18100000000000002,0.063,0.15
618,Wyoming,2014,0.171,0.07200000000000001,0.14
619,Wyoming,2015,0.14300000000000002,0.069,0.12
620,Wyoming,2016,0.149,0.078,0.13
621,Wyoming,2017,0.165,0.1,0.145
622,Wyoming,2018,0.14877,0.07472999999999999,0.12715
623,Wyoming,2019,0.167259,0.103681,0.147952
